source,osm_route_relation_id,source_native_sha256,source_reduced_sha256,name,route_source_tags_json,stop_members,identified_stop_members,way_members,missing_or_nonrail_members_json,unsupported_members_json,geometry_status,orientation_count,first_disconnected_way_index,segment_traversals,length_geodesic_m,stop_status_counts_json,direction_status_counts_json,coherent_stop_geometry,schedule_export_eligible
derived_native_mapped_route_evidence,11491270,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Kalyan Junction → Mumbai CSMT (Slow),"{""colour"":""#FF0000"",""from"":""Kalyan Junction"",""interval"":""15"",""name"":""Central Line: Kalyan Junction → Mumbai CSMT (Slow)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Mumbai CSMT"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",26,5,37,[],[],unique_ordered_way_chain,1,,528,53563.931323148405,"{""present_in_order"":26}","{""explicit_oneway"":184,""missing_direction_unresolved"":344}",True,False
derived_native_mapped_route_evidence,11491271,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Mumbai CSMT → Kalyan Junction (Slow),"{""colour"":""#FF0000"",""from"":""Mumbai CSMT"",""interval"":""15"",""name"":""Central Line: Mumbai CSMT → Kalyan Junction (Slow)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Kalyan Junction"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",26,5,38,[],[],unique_ordered_way_chain,1,,531,53579.33043882405,"{""present_in_order"":26}","{""explicit_oneway"":199,""missing_direction_unresolved"":332}",True,False
derived_native_mapped_route_evidence,11511059,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Western Line (Slow): Virar => Churchgate,"{""colour"":""#EBCF1F"",""duration"":""01:40"",""from"":""Virar"",""interval"":""15"",""name"":""Western Line (Slow): Virar => Churchgate"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""network:wikipedia"":""en:Mumbai Suburban Railway"",""opening_hours"":""4:00-1:00"",""operator"":""Western Railways"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""W"",""route"":""train"",""service"":""commuter"",""to"":""Churchgate"",""type"":""route"",""wikidata"":""Q7988022"",""wikipedia"":""en:Western line (Mumbai Suburban Railway)""}",29,10,50,[],[],unique_ordered_way_chain,1,,451,60005.78577840654,"{""present_in_order"":29}","{""missing_direction_unresolved"":451}",True,False
derived_native_mapped_route_evidence,11511060,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Western Line (slow): Churchgate => Virar,"{""colour"":""#EBCF1F"",""duration"":""01:40"",""from"":""Churchgate"",""interval"":""15"",""name"":""Western Line (slow): Churchgate => Virar"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""network:wikipedia"":""en:Mumbai Suburban Railway"",""opening_hours"":""4:00-1:00"",""operator"":""Western Railways"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""W"",""route"":""train"",""to"":""Virar"",""to:ur"":""ویرار"",""type"":""route"",""wikidata"":""Q7988022"",""wikipedia"":""en:Western line (Mumbai Suburban Railway)""}",29,10,49,[],[],unique_ordered_way_chain,1,,455,60010.32775260134,"{""present_in_order"":29}","{""missing_direction_unresolved"":455}",True,False
derived_native_mapped_route_evidence,11511942,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Trans-Harbour Line: Thane => Panvel,"{""colour"":""#4B0082"",""electrified"":""contact_line"",""frequency"":""50"",""from"":""Thane"",""name"":""Trans-Harbour Line: Thane => Panvel"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""operator"":""Central Railways"",""passenger"":""suburban"",""passenger_lines"":""2"",""public_transport:version"":""2"",""ref"":""T"",""route"":""train"",""service"":""commuter"",""start_date"":""2004-11-09"",""to"":""Panvel (Suburban)"",""type"":""route"",""usage"":""main"",""voltage"":""25000"",""wikidata"":""Q7833528"",""wikipedia"":""en:Trans-Harbour line (Mumbai Suburban Railway)""}",14,14,54,[],[],unique_ordered_way_chain,1,,382,34132.15953800692,"{""present_in_order"":14}","{""explicit_oneway"":136,""missing_direction_unresolved"":243,""nonstatic_or_unknown_direction_unresolved"":3}",True,False
derived_native_mapped_route_evidence,11511950,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Trans-Harbour Line (Vashi => Thane),"{""colour"":""#4B0082"",""electrified"":""contact_line"",""frequency"":""50"",""from"":""Vashi"",""name"":""Trans-Harbour Line (Vashi => Thane)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""operator"":""Central Railways"",""passenger"":""suburban"",""passenger_lines"":""2"",""public_transport:version"":""2"",""ref"":""T"",""route"":""train"",""start_date"":""2004-11-09"",""to"":""Thane"",""type"":""route"",""usage"":""main"",""voltage"":""25000"",""wikidata"":""Q7833528"",""wikipedia"":""en:Trans-Harbour line (Mumbai Suburban Railway)""}",9,9,29,[],[],unique_ordered_way_chain,1,,299,18958.041125852378,"{""present_in_order"":9}","{""missing_direction_unresolved"":299}",True,False
derived_native_mapped_route_evidence,11511951,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Trans-Harbour Line: Panvel => Thane,"{""colour"":""#4B0082"",""electrified"":""contact_line"",""frequency"":""50"",""from"":""Panvel (Suburban)"",""name"":""Trans-Harbour Line: Panvel => Thane"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""operator"":""Central Railways"",""passenger"":""suburban"",""passenger_lines"":""2"",""public_transport:version"":""2"",""ref"":""T"",""route"":""train"",""service"":""commuter"",""start_date"":""2004-11-09"",""to"":""Thane"",""type"":""route"",""usage"":""main"",""voltage"":""25000"",""wikidata"":""Q7833528"",""wikipedia"":""en:Trans-Harbour line (Mumbai Suburban Railway)""}",15,15,64,[],[],unique_ordered_way_chain,1,,471,34631.305994271155,"{""present_in_order"":15}","{""explicit_oneway"":156,""missing_direction_unresolved"":302,""nonstatic_or_unknown_direction_unresolved"":13}",True,False
derived_native_mapped_route_evidence,11512075,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Nerul–Uran line (Nerul -> Uran),"{""alt_name"":""Port Line"",""colour"":""#F0D808"",""electrified"":""contact_line"",""frequency"":""50"",""from"":""Nerul"",""name"":""Nerul–Uran line (Nerul -> Uran)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""operator"":""Central Railways"",""passenger"":""suburban"",""passenger_lines"":""2"",""public_transport:version"":""2"",""ref"":""U"",""route"":""train"",""service"":""commuter"",""start_date"":""2018-11-11"",""to"":""Kharkopar"",""type"":""route"",""usage"":""main"",""voltage"":""25000"",""wikidata"":""Q28153731"",""wikipedia"":""en:Nerul–Uran line (Mumbai Suburban Railway)""}",8,2,33,[],[],unique_ordered_way_chain,1,,211,24313.437043108548,"{""present_in_order"":8}","{""explicit_oneway"":103,""missing_direction_unresolved"":96,""nonstatic_or_unknown_direction_unresolved"":12}",True,False
derived_native_mapped_route_evidence,11514142,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Mumbai CSMT → Kasara (Fast),"{""colour"":""#FF0000"",""from"":""Mumbai CSMT"",""interval"":""15"",""name"":""Central Line: Mumbai CSMT → Kasara (Fast)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Kasara"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",19,3,78,[],[],unique_ordered_way_chain,1,,1066,120825.30426538142,"{""present_in_order"":19}","{""explicit_oneway"":164,""missing_direction_unresolved"":902}",True,False
derived_native_mapped_route_evidence,11514143,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Mumbai CSMT → Khopoli (Fast),"{""colour"":""#FF0000"",""from"":""Mumbai CSMT"",""interval"":""15"",""name"":""Central Line: Mumbai CSMT → Khopoli (Fast)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Khopoli"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",22,3,93,[],[],unique_ordered_way_chain,1,,1013,114568.10436046481,"{""present_in_order"":22}","{""explicit_oneway"":164,""missing_direction_unresolved"":849}",True,False
derived_native_mapped_route_evidence,11514202,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Khopoli → Mumbai CSMT (Fast),"{""colour"":""#FF0000"",""from"":""Khopoli"",""interval"":""15"",""name"":""Central Line: Khopoli → Mumbai CSMT (Fast)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Mumbai CSMT"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",22,3,90,[],[],unique_ordered_way_chain,1,,999,114597.07209595782,"{""present_in_order"":22}","{""explicit_oneway"":159,""missing_direction_unresolved"":840}",True,False
derived_native_mapped_route_evidence,11514203,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Central Line: Kasara → Mumbai CSMT (Fast),"{""colour"":""#FF0000"",""from"":""Kasara"",""interval"":""15"",""name"":""Central Line: Kasara → Mumbai CSMT (Fast)"",""network"":""Mumbai Suburban Railway"",""network:wikidata"":""Q3273422"",""opening_hours"":""Mo-Su 04:00-01:00"",""operator"":""Central Railway"",""passenger"":""suburban"",""public_transport:version"":""2"",""ref"":""C"",""route"":""train"",""to"":""Mumbai CSMT"",""type"":""route"",""wikidata"":""Q5061366"",""wikipedia"":""en:Central line (Mumbai Suburban Railway)""}",19,3,83,[],[],unique_ordered_way_chain,1,,1209,120810.47813867709,"{""out_of_order"":1,""present_in_order"":18}","{""explicit_oneway"":159,""missing_direction_unresolved"":1050}",False,False
derived_native_mapped_route_evidence,18029245,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Train SuperFast Express 12128: Pune → Mumbai CSMT,"{""alt_name"":""Pune Intercity SuperFast Express"",""check_date"":""2024-09-10"",""duration"":""03:10"",""from"":""Pune Junction"",""name"":""Train SuperFast Express 12128: Pune → Mumbai CSMT"",""network"":""SuperFast Express"",""operator"":""Central Railway"",""passenger"":""regional"",""public_transport:version"":""2"",""ref"":""12128"",""route"":""train"",""sleeping_car"":""no"",""to"":""Mumbai CSMT"",""type"":""route""}",6,2,180,"[{""member_order"":13,""ref"":""52881202"",""role"":"""",""type"":""way""},{""member_order"":14,""ref"":""1316323069"",""role"":"""",""type"":""way""},{""member_order"":15,""ref"":""661778986"",""role"":"""",""type"":""way""},{""member_order"":16,""ref"":""1314727578"",""role"":"""",""type"":""way""},{""member_order"":17,""ref"":""817667273"",""role"":"""",""type"":""way""},{""member_order"":18,""ref"":""216121959"",""role"":"""",""type"":""way""},{""member_order"":19,""ref"":""121895453"",""role"":"""",""type"":""way""},{""member_order"":20,""ref"":""216121952"",""role"":"""",""type"":""way""},{""member_order"":21,""ref"":""1314727577"",""role"":"""",""type"":""way""},{""member_order"":22,""ref"":""217725242"",""role"":"""",""type"":""way""},{""member_order"":23,""ref"":""1314727579"",""role"":"""",""type"":""way""},{""member_order"":24,""ref"":""217725248"",""role"":"""",""type"":""way""},{""member_order"":25,""ref"":""217725252"",""role"":"""",""type"":""way""},{""member_order"":26,""ref"":""217725243"",""role"":"""",""type"":""way""},{""member_order"":27,""ref"":""816857552"",""role"":"""",""type"":""way""},{""member_order"":28,""ref"":""816857549"",""role"":"""",""type"":""way""},{""member_order"":29,""ref"":""217725254"",""role"":"""",""type"":""way""},{""member_order"":30,""ref"":""217138709"",""role"":"""",""type"":""way""},{""member_order"":31,""ref"":""1316323066"",""role"":"""",""type"":""way""},{""member_order"":32,""ref"":""217138702"",""role"":"""",""type"":""way""},{""member_order"":33,""ref"":""235145498"",""role"":"""",""type"":""way""},{""member_order"":34,""ref"":""235145489"",""role"":"""",""type"":""way""},{""member_order"":35,""ref"":""1317326425"",""role"":"""",""type"":""way""},{""member_order"":36,""ref"":""1317326426"",""role"":"""",""type"":""way""},{""member_order"":37,""ref"":""1451307137"",""role"":"""",""type"":""way""},{""member_order"":38,""ref"":""1451307138"",""role"":"""",""type"":""way""}]",[],missing_or_nonrail_way_members,0,,0,0,"{""route_geometry_unresolved"":6}",{},False,False
derived_native_mapped_route_evidence,18029246,88f47570e3d22cbbf1b02a36ff24dca301a688ed2cfa5148982af7d877d36349,a7865ea1b59589c9202dd59711f57658ea02bfa6ca75bab373e4687ed3d91cf5,Train SuperFast Express 12127: Mumbai CSMT → Pune,"{""alt_name"":""Pune Intercity SuperFast Express"",""check_date"":""2024-09-10"",""duration"":""03:17"",""from"":""Mumbai CSMT"",""name"":""Train SuperFast Express 12127: Mumbai CSMT → Pune"",""network"":""SuperFast Express"",""operator"":""Central Railway"",""passenger"":""regional"",""public_transport:version"":""2"",""ref"":""12127"",""route"":""train"",""sleeping_car"":""no"",""to"":""Pune Junction"",""type"":""route""}",6,2,184,"[{""member_order"":173,""ref"":""1451307136"",""role"":"""",""type"":""way""},{""member_order"":174,""ref"":""1451307135"",""role"":"""",""type"":""way""},{""member_order"":175,""ref"":""1317326427"",""role"":"""",""type"":""way""},{""member_order"":176,""ref"":""1317326424"",""role"":"""",""type"":""way""},{""member_order"":177,""ref"":""22981555"",""role"":"""",""type"":""way""},{""member_order"":178,""ref"":""1316323067"",""role"":"""",""type"":""way""},{""member_order"":179,""ref"":""235145496"",""role"":"""",""type"":""way""},{""member_order"":180,""ref"":""1316323068"",""role"":"""",""type"":""way""},{""member_order"":181,""ref"":""816857550"",""role"":"""",""type"":""way""},{""member_order"":182,""ref"":""816857551"",""role"":"""",""type"":""way""},{""member_order"":183,""ref"":""106619172"",""role"":"""",""type"":""way""},{""member_order"":184,""ref"":""106619291"",""role"":"""",""type"":""way""},{""member_order"":185,""ref"":""106619311"",""role"":"""",""type"":""way""},{""member_order"":186,""ref"":""1314727580"",""role"":"""",""type"":""way""},{""member_order"":187,""ref"":""217725240"",""role"":"""",""type"":""way""},{""member_order"":188,""ref"":""1314727581"",""role"":"""",""type"":""way""},{""member_order"":189,""ref"":""22973191"",""role"":"""",""type"":""way""},{""member_order"":190,""ref"":""22973190"",""role"":"""",""type"":""way""},{""member_order"":191,""ref"":""22973189"",""role"":"""",""type"":""way""},{""member_order"":192,""ref"":""661778995"",""role"":"""",""type"":""way""},{""member_order"":193,""ref"":""817667260"",""role"":"""",""type"":""way""},{""member_order"":194,""ref"":""661778986"",""role"":"""",""type"":""way""},{""member_order"":195,""ref"":""1316323069"",""role"":"""",""type"":""way""},{""member_order"":196,""ref"":""52881202"",""role"":"""",""type"":""way""}]",[],missing_or_nonrail_way_members,0,,0,0,"{""route_geometry_unresolved"":6}",{},False,False
